input,target
Avukatının ismi ne?,Avukatının adı ne?
Bütün söylemek zorunda olduğun bu mu?,Bütün söyleyebileceğin bu mu?
Ne zaman başlarız?,Ne zaman başlar?
Siz neden benden hoşlanmıyorsunuz?,Niçin beni sevmiyorsun?
En çok kimi seviyorsun?,Hangisini tercih edersiniz?
Başka bir şey istiyor musun?,İstediğin başka bir şey var mıdır?
Oda numaran nedir?,Oda numaran ne?
Hâlâ ayakta mısın?,Hâlâ uykun yok mu?
Buraya mı?,Orada mısın?
Biraz daha kalabilir miyim?,Biraz daha kalırsam sorun olur mu?
Mektubu yazmanız ne kadar sürdü?,Mektubu yazmak ne kadar zamanını aldı?
"Kalacak mısın, Tom?","Kalıyor musun, Tom?"
Cebindeki nedir?,El çantanda ne var?
Diş doktoruna gitmem mi gerekiyor?,Dişçiye gitmem gerekir mi?
Zamanlama nasıl?,Bu saat size uygun mu?
Ne zaman gideceğiz?,Ne zaman eve döneceksin?
Ne zaman geri dönmesi bekleniliyor?,Ne zaman ulaşırsın?
Ne zaman ulaşırsın?,Ben nereye başlarım?
Kime güvenebilirsin?,İnsan kime güvenebilir?
Hangisini tercih ediyorsun?,Hangisini daha çok beğendin?
"O, ne zaman dönecek?",Ne zaman geri dönmesi bekleniliyor?
Ne zaman yeni yerine taşınıyorsun?,Ne zaman taşınacaksın?
Ne zaman geliyorsun?,Ne zaman gideceksin?
Sen dışarıda mısın?,Yukarıda mısın?
Bugün okulda ne işlediniz?,Bugün okulda neler yaptınız?
Neyle başlayayım?,Ne zaman ulaşırsın?
Bir planın var mı?,Biletlerin var mı?
Kim tahta çıkacak?,Tahta kim geçecek?
Radyoyu açabilir miyim?,Radyoyu açmam sizi rahatsız eder mi?
Onu neden istiyorsunuz?,Onu neden istiyorsun?
Toshio kimi sever?,"Toshio, kimi seviyorsun?"
Uyumada sorun yaşıyor musun?,Uyumada problem yaşıyor musun?
Siz hepiniz ne zaman akşam yemeği yiyorsunuz?,Ne zaman akşam yemeği yersin?
"Bunlar senin mi, Tom?","Bu, Tom hakkında mı?"
"Paris'te asla bulunmadın, değil mi?",Asla Paris'te bulunmadın?
Bir kameran var mı?,Fotoğraf makinen var mı?
Onun için bir şey almalı mıyım?,Bir şey satın almalı mıyım?
Orada mıdır?,Buraya mı?
Ne zaman geri döndün?,Eve ne zaman döneceksin?
Ne zaman başlar?,Ne zaman eve döneceksin?
Onu nasıl bu kadar hızlı yaptın?,Bunu nasıl bu kadar çabuk yaptın?
"Mary, uygun musun?","Mary, giyinik misin?"
Bu kadını nerede gördünüz?,Kadını nerede gördün?
Elbisemi nasıl buldun?,Elbisemi beğendin mi?
"Adını biliyorsunuz, öyle değil mi?",Onun adını biliyor musunuz?
Sigara içmiyor musunuz?,Sigara içiyor musunuz?
Bu dağ ne kadar yüksekliktedir?,O dağın yüksekliği nedir?
Fransızca konuşabilir misiniz?,Bu baylar Fransızca konuşur mu?
Siparişi verdin mi?,Emri verdin mi?
Dişlerinizi iyi fırçalıyor musunuz?,Dişini doğru dürüst fırçalıyor musun?
Şans neden ondan nefret ediyor?,Neden şans senden nefret ediyor?
Uyanık mısınız?,Uyuyor musun?
Bu kimin gitarı?,Bu gitar kime ait?
Hangisiyle başlayayım?,Saat kaçta çıkıyoruz?
Başkan nerede?,Şef nerede?
Daha iyi bir öneriniz var mı?,Daha iyi bir şey düşünebilir misin?
Onun adını biliyor musunuz?,"Onun adını biliyorsunuz, değil mi?"
Bunu yapmalarını söyledin mi onlara?,Onlara onu yapmalarını söyledin mi?
Titanik battığı zaman kaç kişinin öldüğünü hakkında herhangi bir fikrin var mı?,"Titanik battığında kaç insan öldü, biliyor musun?"
Yorgun musun?,Şu anda yorgun musun?
O söylentiyi kimden duydun?,O dedikoduyu kimden duydun?
Ne yapacağımı sandın?,Ne yapacağımı düşündün?
Neden cevap vermiyorsun?,Neden beni yanıtlamıyacaksın?
Otobüs ücreti nedir?,Bir otobüs bileti ne kadar?
Ne zaman eve gideceksin?,Eve ne zaman dönüyorsun?
Yüz-Yıl savaşı kaç yıl sürdü?,Yüz-Yıl savaşı ne kadar sürdü?
Ne zaman gidiyoruz?,Ne zaman geri dönmesi bekleniliyor?
Neden onu yapmak zorundayız?,Onu neden yapmalıyız?
Neden onu soruyorsun?,Ve neden soruyorsun?
Söylüyor muydun?,O bir şey söyledi mi?
Bana gülüyorlar mı?,Bana mı gülüyorlar?
Tom ne taşıyor?,Tom ne giyer?
Bu soğukta burada ne arıyorsun?,Bu soğukta dışarıda ne yapıyorsun?
Esas branşın nedir?,Hangi alanda uzmansın?
Pazartesi günü meşgul müsün?,Pazartesi meşgul müsün?
Hangi meyveyi en çok seversin?,Favori meyve türün nedir?
Ne yapmamız gerekiyordu?,Haberi gördünüz mü?
O saat kaçta başlar?,Ne zaman evde olacaksın?
Latince biliyor musun?,Latince biliyor musunuz?
Fatura nasıl ödenir?,Hesabı kim ödeyecek?
Bu saçmalıktan usanmadık mı artık?,Bu saçmalığa yeterince katlanmadık mı?
Onun cümleleri nerede?,Cümlelerin nerede?
Bunu hiç denediniz mi?,Sen hiç denedin mi?
Bunları istiyor musun?,Bunları istemiyor musun?
"O, portakalları sever mi?",Portakal sever misiniz?
Ayaklarımı ovmamdan rahatsız olur musun?,Ayaklarımı ovalar mısın?
Onu neden sevdiğinizi bana söyleyebilir misiniz?,Onu neden sevdiğini bana lütfeder misin?
Kayak yapar mısın?,Kayabilir misin?
Yeni mi gelmiştin?,Yeni mi geldin?
Ne zaman varırsın?,Ne zaman başlarız?
Kaç tane sözlüğün var?,Kaç tane sözlüğe sahipsin?
O neye yönelik?,O ne işe yarıyor?
Cenaze arabasını kim kullanıyordu?,Cenaze arabasını kim sürüyordu?
Buradan Hilton oteline gitmek ne kadar sürer?,Buradan Hilton Oteline gitmek ne kadar zaman alır?
Hangi dilleri konuşuyorsun?,Hangi dilleri biliyorsun?
Ne zaman başlatırız?,Ne zaman geri döndü?
Bunu yapan kişi Tom muydu?,Tom başardı mı?
Dün sabah beni aradın mı?,Dün sabah bana telefon ettin mi?
Bir süre dinlenebilir miyiz?,Bir an dinlenebilir miyiz?
Niçin buraya oturmuyorsun?,Neden buraya oturmuyorsunuz?
Bunu keser misin?,"Kes şunu artık, ne dersin?"
Saat kaçta yola çıkıyorsun?,Biz ne zaman yola çıkarız?
Ne zaman geri geliyor olacaksınız?,Saat kaçta geliyorsunuz?
Niçin Tom'a söylemedin?,Neden sadece Tom'a söylemedin?
Tom'un yanıtı neydi?,Tom ne söylüyor?
Bunun yolu bu mu?,Olay bu mu yani?
Resimlerinden birini bana ne zaman göndereceksin?,Bana resimlerinden birini ne zaman göndereceksin?
İstasyona giden yolu bana söyleyecek misiniz?,Otobüs durağı nerede?
Tom beni nerede bulacağını nasıl bildi?,Tom beni nerede bulacağını nereden biliyordu?
Tom'dan haber aldın mı?,Tom'dan bir şey duydun mu?
"Telefon numaranızı alabilir miyim, lütfen?",Numaranı alabilir miyim?
O benden hoşlanıyor mu?,Beni hiç seviyor musun?
Akşam yemeği saat kaçta servis ediliyor?,Öğle yemeğini ne zaman yiyorsun?
Favori milli parkın hangisidir?,En sevdiğin milli park hangisi?
Ve o neden ilginç bir konu?,Ve neden o ilginç bir konu?
Neden okula gitmek zorundayım?,Neden okula gitmeliyim?
Tuz attın mı?,Hiç tuz koydun mu?
Tom'un nereye gittiğini gördün mü?,Tom'un hangi yola gittiğini gördün mü?
Saat kaçta eve gidersin?,Ne zaman eve gidiyorsun?
Saat kaçta geliyorsun?,Hangisi ile başlayayım?
Ne zaman geri geleceksin?,Ne zaman geri dönmesi bekleniliyor?
Bu yaz ne yapıyor olacaksın?,Bu yaz ne yapacaksınız?
Bir bardak daha çay alır mısın?,Kahve içmekten keyif alıyor musun?
Tom ne yapıyor?,Tom'un neyi var?
Tek çıkış yolu ölüm mü?,Ölüm tek çıkar yol mu?
Ne kadar süredir onu tanıyorsun?,Uzun bir süredir onu tanıyor muydun?
Neredeydik?,Nerede bıraktık?
Kısa hikayeler mi yazıyorsun?,Roman yazıyor musunuz?
Benim hakkımda konuşuyor musun?,Siz beyler benim hakkımda mı konuşuyorsunuz?
Çantanızda neyiniz var?,Çantanda neyin var?
Eve ne zaman geleceksin?,Ne zaman geri döndün?
Onu denemek istiyorum. Deneme kabini nerede?,Bunu denemek istiyorum. Deneme odaları nerede?
Saat kaçta geliyorsun?,O ne zaman gelir?
O nasıl buraya geldi?,Buraya nasıl geldim?
Onu kendin için mi yaptın?,Bunu kendin mi yaptın?
O saat kaçta başlar?,Nereden başlamalıyım?
Birbirinizi nasıl tanıdınız?,Onunla ilk olarak nerede tanıştınız?
Bu dizüstü bilgisayarın fiyatı nedir?,Bu laptop ne kadar?
Planımın lehinde mi yoksa aleyhinde misiniz?,Projemi onaylıyor musun yoksa onaylamıyor musun?
Onların mektuplarını aldın mı?,Ondan bir mektup aldın mı?
Ölüp mü?,Ne dedin? Ölü mü?
"O, ne zaman dönecek?",Nereden başlamalıyım?
Bizim kadar heyecanlı mısın?,Bizim kadar heyecanlı mısınız?
O kadını nerede gördün?,Kadını nerede gördün?
Birbirinizi nereden tanıyorsunuz?,Onunla ilk olarak nerede tanıştınız?
Bu hangi istasyon?,Bu hangi durak?
Biz ne zaman yola çıkarız?,Hangisi ile başlayayım?
Meraklı bile değil misin?,En azından merak etmiyor musunuz?
Neden Tom'a sormadın?,Neden Tom'dan rica etmedin?
Yeni çocuğun adı ne?,Yeni adamın adı ne?
Bu yol ne kadar geniş?,Bu yolun eni nedir?
Neden beni sevmiyorsun?,Siz neden benden hoşlanmıyorsunuz?
Burada sigara içilebiliyor mu?,Sigara içmemin sizce bir sakıncası var mı?
Biz nerede başlayacağız?,Saat kaçta eve gidersin?
Onlarla konuşuyor musun?,Onlarla konuştun mu?
Size neden güvenmeliyiz?,Neden sana güvenmeliyiz?
Senin bir ambulans çağırman gerekir mi?,Bir ambulans aramalı mıyım?
Ne zaman yolculuğa çıkıyorsun?,Ne zaman evde olacaksın?
Tez konunla ilgili karar verdin mi?,Tezinin konusuna karar verdin mi?
Aile adınızın yazılımı nasıl?,Soyadın nasıl yazılır?
Nerede onlara çarptın?,Onları nerede yere devirdiniz?
Ne zaman ayrılıyorsun?,Bu ne zaman varacak?
Evde miydi?,Evde miydiniz?
Onunla ne yapacağız?,Bununla ne yapmalıyız?
Herhangi bir planın var mı?,Planların var mı?
İstasyona nasıl gidebilirim?,İstasyon nerede?
Bu yaz ne yapıyorsun?,Bu yaz ne yapacaksınız?
Ev ödevini zaten bitirdin mi?,Ev ödevini yaptın mı?
Neden insanlar onlardan korkuyor?,İnsanlar neden onlardan korkarlar?
"Affedersiniz, bunlar ne kadar?","Affedersiniz, bunun maliyeti nedir?"
Yolcuların hepsi gemide mi?,Bütün yolcular uçakta mı?
Sabah kahvaltını bitirdin mi?,Yedin mi zaten?
Gerçekten demek istediğin bu mudur?,Gerçekten düşündüğün bu mu?
Ne hakkında çok mutlusun?,Niçin bu kadar mutlusun?
"Bu CD benim, değil mi?","Bu benim CD, öyle değil mi?"
Burada kimseyi tanıyor musun?,Burada birini tanıyor musun?
Kahve içiyor musunuz?,"O, kahve mi içiyor?"
Ne zaman yatarsın?,Ne zaman uyumaya gidiyorsun?
En yakın metro istasyonu nerededir?,"Affedersiniz, en yakın metro istasyonu nerede?"
Nerede başlarım?,Hareket saati nedir?
Daha ucuz bir şeyin var mı?,Sizde daha ucuz bir şey var mı?
Bu cümle doğru mu hocam?,Bu cümle doğru mudur öğretmenim?
Düşmanımız mısın?,Sen bizim düşmanımız mısın?
Bu seni korkutuyor mu?,Bu sizi korkutuyor mu?
Cebindeki nedir?,Çantanızda ne var?
Onun en sevdiği milli park nedir?,En sevdiğin milli park hangisi?
Bir fincan çay daha ister misin?,Biraz kahveye ne dersin?
Ne zaman geleceksin?,Hangi gün izinlisin?
Yeni daireni beğeniyor musun?,Yeni daireni nasıl buluyorsun?
Hayaletlere inanıyor musunuz?,Hayaletlerin var olduklarına inanıyor musunuz?
Niçin yemiyorsun?,Neden yemiyorsunuz?
İtalyanca konuşur musunuz?,İtalyanca biliyor musun?
Nereden başlarız?,Nerede başlayacağız?
Hâlâ kızgın mısın?,Onlar hâlâ kızgın mı?
Daha ucuz bir şeyin var mı?,Daha ucuz bir şeyiniz var mı?
Hangi partiye üyesiniz?,Hangi partiye üyesin?
Ne zaman gideriz?,Ne zaman geleceksin?
Nasıl başa çıktın?,Nasıl başa çıktınız?
Kitap kimin?,O kitap kimin?
Bu otelde tenis kortu var mı?,"Bu otelde, bir tenis kortunuz var mı?"
Beni mi kastediyorsun?,Benimle konuşuyor musun?
Biz neden varız?,Burada olmamızın nedeni ne?
Onu nereden tanıyorsun?,Onu nasıl tanıdın?
Herhangi biri yaralandı mı?,Yaralanan oldu mu?
Seni almamı ister misin?,Seni almam gerekiyor mu?
Neden bu kadar aksisin?,Neden bu kadar huysuzsun?
Yaz tatilinizi nerede geçirdiniz?,Yaz mevsiminizi nerede harcadınız?
Uğrayabilir miyim ve oynayabilir miyim?,Sana gelip oynayabilir miyim?
Bu kimin telefonu?,Bu cep telefonu kimin?
Otobüs hangi numaralı kapıdan kalkıyor?,Bana tren istasyonuna giden yolu gösterir misin?
Çok yorgun hissediyor musun?,Çok yorgun musunuz?
Gün doğumu saat kaçta?,Gün doğumu ne zaman?
Tom'un karısı değil mi şu?,Bu Tom'un eşi değil mi?
Ne zaman gideriz?,Ne zaman geri geliyorsun?
Çocuklarım nerede?,Çocuklar nerede?
"Sen kimsin, dostum?",Dostum kimsin?
Biraz çaya ne dersin?,Kahve ister misin?
Kız arkadaşın kim?,Erkek arkadaşın nerede?
O filmi gördünüz mü?,Hiç daha önce bu filmi gördün mü?
Kitabı getirdin mi?,Sen herhangi bir kitap getirdin mi?
Çay ister misin?,Bana bir fincan kahve verir misin?
Hangi çocuk Masao?,Bu çocuklardan hangisi Masao'dur?
Kadınlar olmadan dünya nasıl olurdu?,Dünya kadınsız ne olurdu?
O bir hayır mı?,Bu hayır anlamına mı geliyor?
Bunu mu kastediyorsun?,Bunu mu diyorsun?
Nerede başlarım?,Saat kaçta geliyorsunuz?
Daha fazla ne söylenebilir?,Söylenebilecek daha başka bişey var mı?
"Bir bardak çay iç, ne dersin?",Bir bardak çay içmez misin?
Hangi takımlısın?,Favori takımınız hangisidir?
O ne zaman gelir?,Nerede başlarım?
Bir hata yaptığımı düşünüyor musun?,Size göre bir hata yapıyor muyum?
Hafta sonun için planların nedir?,Gelecek hafta için planların neler?
Birisi sigarayı nasıl bırakabilir?,Biri sigarayı nasıl bırakır?
Öğle yemeğini henüz yedin mi?,Yemek yemeyi bitirdin mi?
Ne olacak?,Bu nasıl olacak?
"Tom bir sorun giderici, değil mi?","Tom bir uzman, değil mi?"
Yarın ne zaman varırsınız?,Yarın ne zaman geleceksin?
Bugün ne yapmalıyız?,Bugün ne yapmak istersin?
O ne zaman gelecek?,O ne zaman varır?
Tom bunu kaç yıl yaptı?,Bunu yapması Tom'un kaç yılını aldı?
Sen hiç kan bağışladın mı?,Hiç kan bağışladınız mı?
Tom'un nesi var?,Tom ne taşıyor?
Seni güldüren nedir?,Sizi çok güldürecek ne oldu?
Böceklerden korkuyor musun?,Böceklerden korkar mısın?
Kim iki mektup yazdı?,Bu iki mektubu kim yazdı?
En sevdiğiniz hangisi?,En çok kimi seviyorsun?
Tepesi karla kaplı olan şu dağı görebiliyor musun?,Karla kaplı dağ zirvesini görebiliyor musun?
Yürüyüşe çıkmak ister misiniz?,Yürüyüşe gitmek ister misin?
Hava nasıl?,Hava nasıldı?
Kaçta geri geleceksin?,Ne zaman geri geleceksin?
Birlikte mi yoksa ayrı olarak mı ödenecek?,Birlikte mi yoksa ayrı ayrı mı ödeme yapıyorsunuz?
Hangisini istersiniz?,Hangisini tercih edersiniz?
Bir fincan kahve içer misiniz?,Biraz kahveye ne dersin?
O ne zaman gelecek?,Nerede aramaya başlayacağız?
Onun ablasının adı ne?,Ablanın adı nedir?
Kahve içiyor musunuz?,Çay ister misin?
Hâlâ uykulu musunuz?,Yoruldunuz mu?
Neye gülümsüyorsun?,Seni bu kadar çok güldüren nedir?
Nereden başlamalıyım?,Ne zaman evde olacaksın?
O sıkıcı değil mi?,O rahatsız edici değil mi?
Hangisi en iyi?,Hangisi iyi?
Akşam yemeği saat kaçta servis ediliyor?,Akşam yemeği ne zaman servis edilecek?
Nereden biraz yardım alabilirim?,Bana yardım edecek birini nerede bulabilirim?
Ben bir imza alabilir miyim?,İmzanı alabilir miyim?
Perilere inanıyor musunuz?,Sizce hayaletler var mıdır?
Deneyebilir miyim ?,Bunu denememin bir sakıncası var mı?
Hiç Japonya'da bulundun mu?,Hiç Japonya'da bulundunuz mu?
Ne satın almak istersiniz?,Ne satın almak istiyorsun?
Sadece biraz daha uzun kalamaz mısın?,Biraz daha kalamaz mısın?
Akşam yemeği yedin mi?,Henüz yemek yedin mi?
Şoför ehliyetiniz var mı?,Sürücü belgen var mı?
Ne zaman gidiyoruz?,Ne zaman eve gideceksin?
Şarap içiyor musun?,İçiyor musun?
Seninle birlikte kim burada?,Yanında kim var?
Boston'da nerede kalıyorsun?,Boston'da nerede kalacaksın?
Yürüyüşe çıkmak ister misiniz?,Yürüyüş için dışarı çıkmayı canın istiyor mu?
Dün gelmeni engelleyen neydi?,O dün neden gelmedi?
En sevdiğin konu nedir?,En çok hangi konuları seversin?
Ne zaman gidiyorsun?,Ne zaman başlatırız?
Ne zaman döndün?,Ne zaman gidiyor olacaksın?
"Tom'dan iğreniyorsun, değil mi?","Sen Tom'dan nefret ediyorsun, doğru mu?"
O benden hoşlanıyor mu?,Beni sever mi?
"Affedersiniz, sizin adınız neydi?",Üzgünüm ama tekrar senin adın nedir?
Ne zaman yolculuğa çıkıyorsun?,Ne zaman geleceksin?
Onu beklemeli miyiz?,Sizi burada bekleyelim mi?
Bu hafta sonu ne yapacaksın?,Hafta sonun için planların nedir?
Bir en iyi arkadaşın var mı?,Bir sevgilin var mı?
"O, tekrar ne zaman eve gelecek?",O saat kaçta başlar?
İnekler Hindistan'da neden kutsaldır?,Neden Hindistan'da inekler kutsaldır?
Ne zaman gidiyoruz?,Hangisi ile başlayayım?
Konuşmak istediğin kimdir?,Hakkında konuşmak istediğin nedir?
Hangi takımın taraftarısın?,Hangi takımdasın?
Saat kaçta ayrılacaksın?,Biz ne zaman yola çıkarız?
Sizce ben güzel miyim?,Sizce ben hoş muyum?
İşçileriniz arasında John Harrison diye biri var mı?,İstihdamınızda John Harrison var mı?
"Sen Tom'sun, değil mi?","Bu, Tom'unki mi?"
Ondan bir yanıt aldınız mı?,Ondan bir cevap aldın mı?
Ağacı kim dikti?,Ağacı kim ekti?
Neden bizi uyarmadınız?,Neden bizi uyarmadın?
Ne kadar beklemem gerekiyor?,Uzun süre beklemek zorunda mıyım?
Uçağın saat kaçta kalkacak?,Uçağı saat kaçta?
Bize Tom'un nerede olduğunu söyleyebilir misiniz?,Bana Tom'un nerede olduğunu söyleyebilir misin?
Ne tür müzik dinlemekten hoşlanırsın?,Hangi tür müzikten hoşlanıyorsun?
O Tom'un mu?,"Bunlar senin mi, Tom?"
Nasıl çalınır bana öğretir misin?,Bana uçmayı öğretebilir misin?
Benim gördüğümü gördün mü?,Gördüğüm şeyi gördün mü?
Farkı görebiliyor musun?,Fark gören var mı?
Çantanda ne var?,Cebinde ne var?
Niçin hâlâ buradasın?,Niçin hâlâ buradasınız?
Bu ne çeşit bir kuş?,O kuşa ne denir?
Onunla ne zaman tanıştınız?,Onunla ne zaman tanıştın?
İşini yaptın mı?,Görevlerini bitirdin mi?
Bu iki resme bakabilir misin ve bana hangisinin daha iyi olduğunu söyleyebilir misin?,Bu iki fotoğrafa bak? Hangisi daha iyidir?
Kısa bir yürüyüş yapmak için dışarı çıkmaya ne dersin?,Yürüyüş gitmek ister misiniz?
Eğenmeyi sever misin?,Siz konuşmayı sever misiniz?
O Tom'un mu?,"Bu, Tom hakkında mı?"
Şimdi yorgun musun?,Uykulu musunuz?
Herhangi bir müzik aleti çalıyor musun?,Herhangi bir müzik enstrümanı çalabiliyor musun?
Hangi kalemi görüyorsunuz?,Hangi kalemi görüyorsun?
Her gün çalışır mısın?,Her gün koşacak mısın?
Hangi evde yaşıyorsunuz?,Hangi evde kalıyorsun?
Bütün ekmeği yedin mi?,Bütün ekmeği mi yedin?
Ne zaman başlayacaksın?,Ne zaman başladın?
Siz hepiniz ne zaman akşam yemeği yiyorsunuz?,Genellikle ne zaman öğle yemeği yersin?
Sen patronluk taslıyorsun değil mi?,"Patron oldun ,değil mi?"
Onların parası var mı?,Biraz paran var değil mi?
Yoruldunuz mu?,Çok yorgun musun?
Sen görevlerini yaptın mı?,Henüz ev ödevini yapmayı bitirdin mi?
Benimle konuşuyor musun?,Bana atıfta bulunuyor musun?
Bugün senin neyin var?,Bugün neler oluyor sana?
Bu oyunun yazarı kimdir?,Bu dramanın yazarı kimdir?
Hafta sonunda eğlendin mi?,İyi bir hafta sonu geçirdin mi?
Bunu size okumamı ister misiniz?,Bunu sizin için okumamı ister misiniz?
Başka bir yolu yok mu?,Senin yönteminin hiç alternatifi yok mu?
Sizin saatinize göre şimdi saat kaç?,Saatiniz şimdi saatin kaç olduğunu söylüyor?
Kimya mı okuyorsun?,Kimya öğrenimi yapıyor musun?
Tom'un onu yapması için kim ikna etti?,Tom'u onu yapmaya nasıl ikna ettin?
Masanın üstünde duran bir kitap var mıydı?,Az önce masanın üzerinde bir kitap var mıydı?
Bugün ne yapıyorsunuz?,Bugün ne yaptın?
İstediğin para bu mu?,İstediğin para bu mudur?
Buna niçin ihtiyacınız var?,Neden onlara ihtiyaç duyuyorsun?
Neden böyle sinirleniyor?,"Allah allah, neye dellendi bu şimdi durup dururken?"
Biz ne zaman yola çıkarız?,Biz nasıl başlarız?
Ne kadar istiyorsunuz?,Ne kadar istiyorsun?
Sinemaya mı tiyatroya mı gitmek istersin?,Sinemaya mı gitmek istiyorsun yoksa tiyatroya mı?
Tom ne içti?,Tom'un içtiği ne?
Tom ne cevap verdi?,Tom ne diyordu?
Bugün günlerden ne?,Bugün nedir?
Bütün bu şeyleri nasıl biliyorsun?,Bütün bunları nasıl biliyorsun?
Hiç arabanla köpeğe çarptın mı?,Sen hiç bir köpeği arabanla vurup yere serdin mi?
Ben doğru yolda mıyım?,Doğru yolda mıyım?
Hangisi daha iyi?,Hangi biri daha iyi?
